# Constructed from biom file
#OTU ID	colombia-31-1_000000000-J3F8D	colombia-31-2_000000000-J3F8D	colombia-31-3_000000000-J3F8D	colombia-31-4_000000000-J3F8D	colombia-31-5_000000000-J3F8D	colombia-31-6_000000000-J3F8D	colombia-34-1_000000000-J3F8D	colombia-34-2_000000000-J3F8D	colombia-34-3_000000000-J3F8D	colombia-34-4_000000000-J3F8D	colombia-34-5_000000000-J3F8D	colombia-34-6_000000000-J3F8D	colombia-47-1_000000000-J3F8D	colombia-47-2_000000000-J3F8D	colombia-47-3_000000000-J3F8D	colombia-47-4_000000000-J3F8D	colombia-47-5_000000000-J3F8D	colombia-47-6_000000000-J3F8D	innovator-63-1_000000000-J3F8D	innovator-63-2_000000000-J3F8D	innovator-63-3_000000000-J3F8D	innovator-63-4_000000000-J3F8D	innovator-63-5_000000000-J3F8D	innovator-63-6_000000000-J3F8D	innovator-75-1_000000000-J3F8D	innovator-75-2_000000000-J3F8D	innovator-75-3_000000000-J3F8D	innovator-75-4_000000000-J3F8D	innovator-75-5_000000000-J3F8D	innovator-75-6_000000000-J3F8D	innovator-80-1_000000000-J3F8D	innovator-80-2_000000000-J3F8D	innovator-80-3_000000000-J3F8D	innovator-80-4_000000000-J3F8D	innovator-80-5_000000000-J3F8D	innovator-80-6_000000000-J3F8D
97a98800430c042002c16c6ea4ef7ecd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
addce1027fd8b1eb7441d2d756389394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	26.0	0.0	0.0	25.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	49.0	0.0	10.0	19.0	0.0
1ee297c666c5b2b89b05fb01d191568b	18.0	0.0	12.0	11.0	19.0	0.0	0.0	5.0	0.0	14.0	0.0	0.0	0.0	9.0	0.0	0.0	26.0	21.0	88.0	58.0	48.0	0.0	46.0	75.0	14.0	17.0	13.0	0.0	14.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0
5f8a8ced3cd77609896404b69b0f2905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0
efe16b7fe8c859465d8cbb4005e70e49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	11.0	0.0	0.0	0.0
aabcbdfc0545175fbe5fecd98c1504b4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ae9b80e3bad8909da8c820dee77b5f49	26.0	0.0	0.0	14.0	21.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	22.0	21.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0
cdd2bf88c505c70dd342386587bc53e2	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0
02282ac213f3467afb9c2ddf6ede88ff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0
915b9a764e789021c92cc741dfd1d068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	23.0	0.0	12.0	0.0	17.0
